,Area,Country,Year,Percent_gdp,constant_usd,usd_per_capita
488,Western Europe,Spain,2002,1.46,16.972900000000003,245.0
489,Western Europe,Sweden,2002,1.64,5.6692,488.1
490,Western Europe,Switzerland,2002,0.96,5.0708,399.3
491,Western Europe,United Kingdom,2002,2.49,54.4485,745.8
492,Central Europe,Albania,2003,1.34,0.12459999999999999,24.4
493,Central Europe,Bosnia and Herzegovina,2003,2.42,0.2591,53.8
494,Central Europe,Bulgaria,2003,2.71,1.0249000000000001,72.9
495,Central Europe,Croatia,2003,2.05,0.9716,161.6
496,Central Europe,Czechia,2003,1.89,3.3137,184.2
497,Central Europe,Estonia,2003,1.74,0.2853,124.8
498,Central Europe,Hungary,2003,1.64,1.8446,138.2
499,Central Europe,Kosovo,2003,,,
500,Central Europe,Latvia,2003,1.61,0.3226,82.0
501,Central Europe,Lithuania,2003,1.12,0.3413,61.8
502,Central Europe,North Macedonia,2003,2.34,0.1539,56.4
503,Central Europe,Montenegro,2003,,,
504,Central Europe,Poland,2003,1.91,5.939,108.0
505,Central Europe,Romania,2003,2.09,2.0458,57.6
506,Central Europe,Serbia,2003,3.45,1.1792,78.6
507,Central Europe,Slovakia,2003,1.84,1.3000999999999998,115.6
508,Central Europe,Slovenia,2003,1.4,0.5572999999999999,209.7
509,Eastern Europe,Belarus,2003,1.3,0.22069999999999998,23.9
510,Eastern Europe,Moldova,2003,0.42,0.0222,2.0
511,Eastern Europe,Russia,2003,3.67,27.3777,117.4
512,Eastern Europe,Ukraine,2003,2.12,1.5288,23.2
513,Western Europe,Austria,2003,0.91,3.2908000000000004,291.3
514,Western Europe,Belgium,2003,1.21,5.3603000000000005,372.0
515,Western Europe,Cyprus,2003,1.99,0.3499,290.2
516,Western Europe,Denmark,2003,1.47,4.086,593.9
517,Western Europe,Finland,2003,1.45,3.1125,473.5
518,Western Europe,France,2003,2.1,48.2579,640.1
519,Western Europe,Germany,2003,1.32,42.208,404.3
520,Western Europe,Greece,2003,2.49,6.394,448.8
521,Western Europe,Iceland,2003,,0.0,
522,Western Europe,Ireland,2003,0.59,1.1639000000000002,242.5
523,Western Europe,Italy,2003,1.71,34.2914,466.0
524,Western Europe,Luxembourg,2003,0.61,0.2457,401.5
525,Western Europe,Malta,2003,0.63,0.0465,85.1
526,Western Europe,Netherlands,2003,1.44,11.0069,515.8
527,Western Europe,Norway,2003,1.97,4.7221,988.5
528,Western Europe,Portugal,2003,1.89,3.9856,298.2
529,Western Europe,Spain,2003,1.42,17.225900000000003,302.4
530,Western Europe,Sweden,2003,1.6,5.628,592.7
531,Western Europe,Switzerland,2003,0.93,4.9388000000000005,450.0
532,Western Europe,United Kingdom,2003,2.55,58.325199999999995,878.8
533,Central Europe,Albania,2004,1.38,0.1362,32.5
534,Central Europe,Bosnia and Herzegovina,2004,1.89,0.2323,53.2
535,Central Europe,Bulgaria,2004,2.39,0.9577,80.2
536,Central Europe,Croatia,2004,1.76,0.8827999999999999,166.7
537,Central Europe,Czechia,2004,1.71,3.1815,199.4
538,Central Europe,Estonia,2004,1.7,0.3009,150.3
539,Central Europe,Hungary,2004,1.47,1.708,151.5
540,Central Europe,Kosovo,2004,,,
541,Central Europe,Latvia,2004,1.6,0.3482,100.6
542,Central Europe,Lithuania,2004,1.2,0.3937,80.1
543,Central Europe,North Macedonia,2004,2.38,0.16419999999999998,65.8
544,Central Europe,Montenegro,2004,,,
545,Central Europe,Poland,2004,1.87,6.2208000000000006,124.4
546,Central Europe,Romania,2004,2.01,2.1999,70.9
547,Central Europe,Serbia,2004,2.97,1.0894000000000001,80.0
548,Central Europe,Slovakia,2004,1.65,1.2077,131.7
549,Central Europe,Slovenia,2004,1.43,0.5911000000000001,247.8
550,Eastern Europe,Belarus,2004,1.36,0.2671,32.7
551,Eastern Europe,Moldova,2004,0.36,0.0198,2.3
552,Eastern Europe,Russia,2004,3.3,28.6155,145.4
553,Eastern Europe,Ukraine,2004,1.97,1.6736,28.0
554,Western Europe,Austria,2004,0.89,3.2965999999999998,326.1
555,Western Europe,Belgium,2004,1.15,5.248600000000001,406.7
556,Western Europe,Cyprus,2004,1.96,0.3635,335.1
557,Western Europe,Denmark,2004,1.42,4.1095,662.4
558,Western Europe,Finland,2004,1.47,3.3005999999999998,551.9
559,Western Europe,France,2004,2.1,49.5754,733.5
560,Western Europe,Germany,2004,1.27,40.915,438.2
561,Western Europe,Greece,2004,2.61,7.0299,557.9
562,Western Europe,Iceland,2004,,0.0,
563,Western Europe,Ireland,2004,0.57,1.1817,271.5
564,Western Europe,Italy,2004,1.68,34.4037,522.2
565,Western Europe,Luxembourg,2004,0.61,0.2581,469.1
566,Western Europe,Malta,2004,0.67,0.049,100.6
567,Western Europe,Netherlands,2004,1.43,11.086799999999998,575.7
568,Western Europe,Norway,2004,1.85,4.8418,1062.9
569,Western Europe,Portugal,2004,1.97,4.2328,355.2
570,Western Europe,Spain,2004,1.43,18.0058,352.4
571,Western Europe,Sweden,2004,1.44,5.2965,613.4
572,Western Europe,Switzerland,2004,0.89,4.8472,478.4
573,Western Europe,United Kingdom,2004,2.5,59.049,1006.3
574,Central Europe,Albania,2005,1.35,0.1411,35.7
575,Central Europe,Bosnia and Herzegovina,2005,1.54,0.194,46.0
576,Central Europe,Bulgaria,2005,2.25,0.9798,86.9
577,Central Europe,Croatia,2005,1.76,0.9211,182.5
578,Central Europe,Czechia,2005,1.79,3.4784,237.8
579,Central Europe,Estonia,2005,1.45,0.2882,150.8
580,Central Europe,Hungary,2005,1.41,1.6907999999999999,158.2
581,Central Europe,Kosovo,2005,,,
582,Central Europe,Latvia,2005,1.61,0.4052,121.0
583,Central Europe,Lithuania,2005,1.16,0.42919999999999997,90.9
584,Central Europe,North Macedonia,2005,2.03,0.153,61.7
585,Central Europe,Montenegro,2005,2.69,0.079,98.7
586,Central Europe,Poland,2005,1.93,6.6449,153.7
587,Central Europe,Romania,2005,1.98,2.3265,92.3
588,Central Europe,Serbia,2005,2.27,0.913,68.5
589,Central Europe,Slovakia,2005,1.68,1.3088,152.5
590,Central Europe,Slovenia,2005,1.42,0.6025,257.7
591,Eastern Europe,Belarus,2005,1.5,0.3476,47.3
592,Eastern Europe,Moldova,2005,0.4,0.023100000000000002,2.9
593,Eastern Europe,Russia,2005,3.33,32.519,190.3
594,Eastern Europe,Ukraine,2005,2.41,2.2251999999999996,44.2
595,Western Europe,Austria,2005,0.85,3.2258,325.4
596,Western Europe,Belgium,2005,1.09,5.0575,400.9
597,Western Europe,Cyprus,2005,2.04,0.395,370.5
598,Western Europe,Denmark,2005,1.31,3.9154,639.7
599,Western Europe,Finland,2005,1.47,3.3955,570.3
600,Western Europe,France,2005,2.02,48.5593,727.1
601,Western Europe,Germany,2005,1.07,34.0993,371.6
602,Western Europe,Greece,2005,2.84,7.6018,626.1
603,Western Europe,Iceland,2005,,0.0,
604,Western Europe,Ireland,2005,0.54,1.197,276.5
605,Western Europe,Italy,2005,1.61,33.0993,510.2
606,Western Europe,Luxembourg,2005,0.59,0.2611,480.8
607,Western Europe,Malta,2005,0.82,0.0619,129.6
608,Western Europe,Netherlands,2005,1.4,11.1063,584.5
609,Western Europe,Norway,2005,1.58,4.5554,1054.6
610,Western Europe,Portugal,2005,2.05,4.4876000000000005,384.4
611,Western Europe,Spain,2005,1.39,18.23,363.4
612,Western Europe,Sweden,2005,1.42,5.365399999999999,610.5
613,Western Europe,Switzerland,2005,0.85,4.771199999999999,471.7
614,Western Europe,United Kingdom,2005,2.43,59.601099999999995,1022.7
615,Central Europe,Albania,2006,1.57,0.1733,46.0
616,Central Europe,Bosnia and Herzegovina,2006,1.39,0.1865,47.4
617,Central Europe,Bulgaria,2006,2.1,0.97,93.8
618,Central Europe,Croatia,2006,1.69,0.931,194.3
619,Central Europe,Czechia,2006,1.58,3.2133000000000003,237.9
620,Central Europe,Estonia,2006,1.39,0.31589999999999996,175.2
621,Central Europe,Hungary,2006,1.22,1.5151,140.2
622,Central Europe,Kosovo,2006,,,
623,Central Europe,Latvia,2006,1.72,0.5094,165.3
624,Central Europe,Lithuania,2006,1.17,0.4751,106.5
625,Central Europe,North Macedonia,2006,1.84,0.1456,61.1
626,Central Europe,Montenegro,2006,2.29,0.078,100.9
627,Central Europe,Poland,2006,1.92,7.0638000000000005,172.6
628,Central Europe,Romania,2006,1.82,2.3983000000000003,106.0
629,Central Europe,Serbia,2006,2.17,0.9212,77.1
630,Central Europe,Slovakia,2006,1.6,1.3276,168.8
631,Central Europe,Slovenia,2006,1.54,0.6902999999999999,304.1
632,Eastern Europe,Belarus,2006,1.71,0.45139999999999997,66.4
633,Eastern Europe,Moldova,2006,0.48,0.0293,4.0
634,Eastern Europe,Russia,2006,3.25,35.9936,240.7
635,Eastern Europe,Ukraine,2006,2.39,2.4963,55.2
636,Western Europe,Austria,2006,0.79,3.0984000000000003,318.7
637,Western Europe,Belgium,2006,1.05,5.0182,405.7
638,Western Europe,Cyprus,2006,1.9,0.3886,370.7
639,Western Europe,Denmark,2006,1.38,4.2798,715.8
640,Western Europe,Finland,2006,1.44,3.4568000000000003,592.9
641,Western Europe,France,2006,1.98,48.783,744.5
642,Western Europe,Germany,2006,1.2,39.3785,440.4
643,Western Europe,Greece,2006,2.78,7.9037,680.1
644,Western Europe,Iceland,2006,,0.0,
645,Western Europe,Ireland,2006,0.51,1.187,281.3
646,Western Europe,Italy,2006,1.53,32.026900000000005,506.2
647,Western Europe,Luxembourg,2006,0.53,0.2556,479.1
648,Western Europe,Malta,2006,0.66,0.0502,109.4
649,Western Europe,Netherlands,2006,1.39,11.630700000000001,621.5
650,Western Europe,Norway,2006,1.45,4.546600000000001,1072.5
651,Western Europe,Portugal,2006,1.95,4.3439,385.7
652,Western Europe,Spain,2006,1.37,18.827099999999998,385.7
653,Western Europe,Sweden,2006,1.33,5.2818000000000005,613.1
654,Western Europe,Switzerland,2006,0.77,4.5417,446.4
655,Western Europe,United Kingdom,2006,2.36,59.8745,1055.8
656,Central Europe,Albania,2007,1.82,0.2145,64.2
657,Central Europe,Bosnia and Herzegovina,2007,1.24,0.18409999999999999,51.8
658,Central Europe,Bulgaria,2007,2.23,1.1345,130.7
659,Central Europe,Croatia,2007,1.63,0.9581000000000001,224.4
660,Central Europe,Czechia,2007,1.43,3.101,261.4
661,Central Europe,Estonia,2007,1.66,0.4278,276.8
662,Central Europe,Hungary,2007,1.27,1.5431,177.2
663,Central Europe,Kosovo,2007,,,
664,Central Europe,Latvia,2007,1.55,0.5552999999999999,219.1
665,Central Europe,Lithuania,2007,1.11,0.5179,135.6
666,Central Europe,North Macedonia,2007,1.95,0.1684,78.7
667,Central Europe,Montenegro,2007,1.74,0.0705,103.5
668,Central Europe,Poland,2007,2.0,7.9795,223.9
669,Central Europe,Romania,2007,1.49,2.2999,124.0
670,Central Europe,Serbia,2007,2.25,1.0387,106.8
671,Central Europe,Slovakia,2007,1.48,1.3429,211.0
672,Central Europe,Slovenia,2007,1.44,0.6944,344.3
673,Eastern Europe,Belarus,2007,1.65,0.49260000000000004,78.8
674,Eastern Europe,Moldova,2007,0.52,0.033299999999999996,5.5
675,Eastern Europe,Russia,2007,3.12,39.179,303.9
676,Eastern Europe,Ukraine,2007,2.47,3.0342,76.1
677,Western Europe,Austria,2007,0.9,3.6847,421.0
678,Western Europe,Belgium,2007,1.09,5.414899999999999,482.7
679,Western Europe,Cyprus,2007,1.68,0.36839999999999995,380.8
680,Western Europe,Denmark,2007,1.31,4.1283,763.4
681,Western Europe,Finland,2007,1.29,3.2569,622.2
682,Western Europe,France,2007,1.91,48.7646,819.2
683,Western Europe,Germany,2007,1.17,39.4387,493.5
684,Western Europe,Greece,2007,2.68,7.897399999999999,767.4
685,Western Europe,Iceland,2007,,0.0,
686,Western Europe,Ireland,2007,0.51,1.1956,317.3
687,Western Europe,Italy,2007,1.45,31.1131,544.4
688,Western Europe,Luxembourg,2007,0.56,0.2651,544.1
689,Western Europe,Malta,2007,0.62,0.0503,120.7
690,Western Europe,Netherlands,2007,1.35,11.7875,695.5
691,Western Europe,Norway,2007,1.47,4.837,1245.0
692,Western Europe,Portugal,2007,1.82,4.1722,413.0
693,Western Europe,Spain,2007,1.36,19.5263,441.7
694,Western Europe,Sweden,2007,1.3,5.4203,697.0
695,Western Europe,Switzerland,2007,0.73,4.5702,467.7
696,Western Europe,United Kingdom,2007,2.36,61.504599999999996,1195.2
697,Central Europe,Albania,2008,1.98,0.2526,85.1
698,Central Europe,Bosnia and Herzegovina,2008,1.22,0.1915,62.1
699,Central Europe,Bulgaria,2008,2.13,1.1083,154.4
700,Central Europe,Croatia,2008,1.85,1.1000999999999999,297.7
701,Central Europe,Czechia,2008,1.23,2.6439,280.0
702,Central Europe,Estonia,2008,1.77,0.4188,320.6
703,Central Europe,Hungary,2008,1.18,1.4341,186.9
704,Central Europe,Kosovo,2008,0.02,0.0009,0.5
705,Central Europe,Latvia,2008,1.63,0.5441,268.0
706,Central Europe,Lithuania,2008,1.13,0.5341,168.5
707,Central Europe,North Macedonia,2008,1.74,0.1546,83.5
708,Central Europe,Montenegro,2008,1.87,0.0803,137.0
709,Central Europe,Poland,2008,1.75,7.257899999999999,243.7
710,Central Europe,Romania,2008,1.4,2.5347,144.0
711,Central Europe,Serbia,2008,2.13,1.0079,122.7
712,Central Europe,Slovakia,2008,1.46,1.3762,261.5
713,Central Europe,Slovenia,2008,1.49,0.7353,410.0
714,Eastern Europe,Belarus,2008,1.45,0.5048,93.4
715,Eastern Europe,Moldova,2008,0.61,0.041,9.0
716,Eastern Europe,Russia,2008,3.15,43.049,392.2
717,Eastern Europe,Ukraine,2008,2.3,2.9684,89.8
718,Western Europe,Austria,2008,0.87,3.5709,449.1
719,Western Europe,Belgium,2008,1.21,5.9033,584.1
720,Western Europe,Cyprus,2008,1.63,0.36960000000000004,419.4
721,Western Europe,Denmark,2008,1.36,4.2867,870.9
722,Western Europe,Finland,2008,1.39,3.511,744.1
723,Western Europe,France,2008,1.9,48.410199999999996,890.0
724,Western Europe,Germany,2008,1.21,40.371199999999995,556.3
725,Western Europe,Greece,2008,2.98,8.779399999999999,957.8
726,Western Europe,Iceland,2008,,0.0,
727,Western Europe,Ireland,2008,0.58,1.2383,358.4
728,Western Europe,Italy,2008,1.54,32.4012,625.2
729,Western Europe,Luxembourg,2008,0.39,0.1982,441.0
730,Western Europe,Malta,2008,0.62,0.0516,137.0
731,Western Europe,Netherlands,2008,1.31,11.5838,746.9
732,Western Europe,Norway,2008,1.38,4.8641000000000005,1335.3
733,Western Europe,Portugal,2008,1.84,4.1881,454.2
734,Western Europe,Spain,2008,1.37,19.4189,482.5
735,Western Europe,Sweden,2008,1.16,4.821,652.3
736,Western Europe,Switzerland,2008,0.72,4.6813,537.6
737,Western Europe,United Kingdom,2008,2.48,64.1972,1173.3
738,Central Europe,Albania,2009,1.52,0.1999,61.5
739,Central Europe,Bosnia and Herzegovina,2009,1.38,0.2107,64.9
740,Central Europe,Bulgaria,2009,1.74,0.8842000000000001,121.1
741,Central Europe,Croatia,2009,1.79,1.0023,260.1
742,Central Europe,Czechia,2009,1.31,2.7220999999999997,259.2
743,Central Europe,Estonia,2009,1.79,0.3629,264.5
744,Central Europe,Hungary,2009,1.13,1.2783,148.2
745,Central Europe,Kosovo,2009,0.48,0.0273,15.5
746,Central Europe,Latvia,2009,1.38,0.3456,169.6
747,Central Europe,Lithuania,2009,1.08,0.403,127.8
748,Central Europe,North Macedonia,2009,1.69,0.15080000000000002,76.7
749,Central Europe,Montenegro,2009,1.84,0.0737,123.1
750,Central Europe,Poland,2009,1.8,7.655600000000001,206.1
751,Central Europe,Romania,2009,1.28,2.1553,107.8
752,Central Europe,Serbia,2009,2.16,0.9909,108.0
753,Central Europe,Slovakia,2009,1.52,1.3151,250.0
754,Central Europe,Slovenia,2009,1.59,0.7406,392.8
755,Eastern Europe,Belarus,2009,1.37,0.44689999999999996,71.6
756,Eastern Europe,Moldova,2009,0.46,0.0297,6.1
757,Eastern Europe,Russia,2009,3.92,45.1665,359.5
758,Eastern Europe,Ukraine,2009,1.91,2.1213,50.5
759,Western Europe,Austria,2009,0.83,3.3344,398.3
760,Western Europe,Belgium,2009,1.16,5.5601,517.6
761,Western Europe,Cyprus,2009,1.82,0.4035,429.3
762,Western Europe,Denmark,2009,1.35,4.0308,784.9
763,Western Europe,Finland,2009,1.56,3.6856999999999998,737.7
764,Western Europe,France,2009,2.1,51.9919,902.4
765,Western Europe,Germany,2009,1.31,41.9001,550.4
766,Western Europe,Greece,2009,3.22,9.2049,971.0
767,Western Europe,Iceland,2009,,0.0,
768,Western Europe,Ireland,2009,0.6,1.2226,315.0
769,Western Europe,Italy,2009,1.55,31.3392,576.2
770,Western Europe,Luxembourg,2009,0.38,0.1961,405.3
771,Western Europe,Malta,2009,0.68,0.0562,143.5
772,Western Europe,Netherlands,2009,1.4,11.8338,729.7
773,Western Europe,Norway,2009,1.6,5.1606000000000005,1283.5
774,Western Europe,Portugal,2009,2.03,4.5806000000000004,466.8
775,Western Europe,Spain,2009,1.36,18.6419,433.2
776,Western Europe,Sweden,2009,1.16,4.7279,543.6
777,Western Europe,Switzerland,2009,0.73,4.676399999999999,525.7
778,Western Europe,United Kingdom,2009,2.64,65.2258,1018.8
779,Central Europe,Albania,2010,1.56,0.21480000000000002,63.1
780,Central Europe,Bosnia and Herzegovina,2010,1.28,0.1965,59.4
781,Central Europe,Bulgaria,2010,1.65,0.8339,112.1
782,Central Europe,Croatia,2010,1.68,0.9288,234.7
783,Central Europe,Czechia,2010,1.19,2.4694000000000003,237.1
784,Central Europe,Estonia,2010,1.69,0.3474,249.4
785,Central Europe,Hungary,2010,1.02,1.1467,136.1
786,Central Europe,Kosovo,2010,0.66,0.039299999999999995,21.7
787,Central Europe,Latvia,2010,1.09,0.2616,122.5
788,Central Europe,Lithuania,2010,0.88,0.3364,104.5
789,Central Europe,North Macedonia,2010,1.38,0.12830000000000003,62.8
790,Central Europe,Montenegro,2010,1.81,0.07529999999999999,120.3
791,Central Europe,Poland,2010,1.83,8.021,229.3
792,Central Europe,Romania,2010,1.25,1.985,101.9
793,Central Europe,Serbia,2010,2.09,0.9614,97.0
794,Central Europe,Slovakia,2010,1.26,1.1512,210.5
795,Central Europe,Slovenia,2010,1.6,0.7375,377.9
796,Eastern Europe,Belarus,2010,1.34,0.5028,81.5
797,Eastern Europe,Moldova,2010,0.26,0.022600000000000002,4.5
798,Eastern Europe,Russia,2010,3.59,46.0847,409.3
799,Eastern Europe,Ukraine,2010,1.9,2.2028000000000003,56.5
800,Western Europe,Austria,2010,0.82,3.3152,382.7
801,Western Europe,Belgium,2010,1.08,5.3253,479.5
802,Western Europe,Cyprus,2010,1.86,0.41869999999999996,429.1
803,Western Europe,Denmark,2010,1.4,4.2915,810.7
804,Western Europe,Finland,2010,1.49,3.6041,692.7
805,Western Europe,France,2010,1.97,49.527300000000004,827.7
806,Western Europe,Germany,2010,1.27,42.002,532.3
807,Western Europe,Greece,2010,2.75,7.073600000000001,749.8
808,Western Europe,Iceland,2010,,0.0,
809,Western Europe,Ireland,2010,0.57,1.165,279.8
810,Western Europe,Italy,2010,1.5,30.4443,539.8
811,Western Europe,Luxembourg,2010,0.51,0.24730000000000002,487.5
812,Western Europe,Malta,2010,0.65,0.0577,141.9
813,Western Europe,Netherlands,2010,1.33,11.3355,672.6
814,Western Europe,Norway,2010,1.52,5.08,1330.1
815,Western Europe,Portugal,2010,1.98,4.5173000000000005,445.3
816,Western Europe,Spain,2010,1.39,18.7628,420.0
817,Western Europe,Sweden,2010,1.19,5.1167,626.8
818,Western Europe,Switzerland,2010,0.68,4.5171,527.0
819,Western Europe,United Kingdom,2010,2.57,64.1295,1008.2
820,Central Europe,Albania,2011,1.53,0.21359999999999998,67.3
821,Central Europe,Bosnia and Herzegovina,2011,1.14,0.174,57.9
822,Central Europe,Bulgaria,2011,1.32,0.6935,102.7
823,Central Europe,Croatia,2011,1.75,0.9614,256.5
824,Central Europe,Czechia,2011,1.08,2.2238,234.2
825,Central Europe,Estonia,2011,1.66,0.3697,293.1
826,Central Europe,Hungary,2011,1.04,1.1625999999999999,148.8
827,Central Europe,Kosovo,2011,0.76,0.0461,28.5
828,Central Europe,Latvia,2011,1.04,0.2708,141.8
829,Central Europe,Lithuania,2011,0.79,0.3247,111.8
830,Central Europe,North Macedonia,2011,1.26,0.1197,63.9
831,Central Europe,Montenegro,2011,1.75,0.0733,127.0
832,Central Europe,Poland,2011,1.79,8.1332,247.0
833,Central Europe,Romania,2011,1.3,2.0534,117.0
834,Central Europe,Serbia,2011,2.0,0.9233,110.1
835,Central Europe,Slovakia,2011,1.07,0.9879,196.9
836,Central Europe,Slovenia,2011,1.29,0.5951000000000001,324.6
837,Eastern Europe,Belarus,2011,1.22,0.5398999999999999,80.3
838,Eastern Europe,Moldova,2011,0.27,0.025,5.6
839,Eastern Europe,Russia,2011,3.43,49.1833,488.8
840,Eastern Europe,Ukraine,2011,1.53,1.9812,54.9
841,Western Europe,Austria,2011,0.79,3.2399,403.3
842,Western Europe,Belgium,2011,1.04,5.1385,499.3
843,Western Europe,Cyprus,2011,1.74,0.38789999999999997,426.4
844,Western Europe,Denmark,2011,1.31,4.0,809.3
845,Western Europe,Finland,2011,1.49,3.6618000000000004,760.6
846,Western Europe,France,2011,1.89,48.0545,856.0
847,Western Europe,Germany,2011,1.21,41.1505,558.6
848,Western Europe,Greece,2011,2.52,5.6951,658.3
849,Western Europe,Iceland,2011,,0.0,
850,Western Europe,Ireland,2011,0.55,1.1044,283.2
851,Western Europe,Italy,2011,1.48,29.814,567.7
852,Western Europe,Luxembourg,2011,0.42,0.21359999999999998,447.3
853,Western Europe,Malta,2011,0.58,0.0508,133.7
854,Western Europe,Netherlands,2011,1.29,10.9547,695.9
855,Western Europe,Norway,2011,1.45,5.175800000000001,1461.7
856,Western Europe,Portugal,2011,2.0,4.3152,464.0
857,Western Europe,Spain,2011,1.33,17.308799999999998,418.3
858,Western Europe,Sweden,2011,1.1,4.811,668.1
859,Western Europe,Switzerland,2011,0.69,4.637899999999999,629.0
860,Western Europe,United Kingdom,2011,2.49,61.961400000000005,1039.8
861,Central Europe,Albania,2012,1.49,0.2088,62.9
862,Central Europe,Bosnia and Herzegovina,2012,1.15,0.1718,54.7
863,Central Europe,Bulgaria,2012,1.34,0.6944,98.5
864,Central Europe,Croatia,2012,1.67,0.8787999999999999,222.4
865,Central Europe,Czechia,2012,1.06,2.1376999999999997,209.9
866,Central Europe,Estonia,2012,1.88,0.43189999999999995,330.2
867,Central Europe,Hungary,2012,1.03,1.1065999999999998,134.1
868,Central Europe,Kosovo,2012,0.67,0.0414,24.0
869,Central Europe,Latvia,2012,0.9,0.2489,123.6
870,Central Europe,Lithuania,2012,0.77,0.3252,107.9
871,Central Europe,North Macedonia,2012,1.23,0.113,57.6
872,Central Europe,Montenegro,2012,1.66,0.0649,108.2
873,Central Europe,Poland,2012,1.8,8.2043,235.1
874,Central Europe,Romania,2012,1.23,1.9975,104.0
875,Central Europe,Serbia,2012,1.97,0.8926000000000001,95.5
876,Central Europe,Slovakia,2012,1.08,0.9883,188.4
877,Central Europe,Slovenia,2012,1.17,0.5124,264.1
878,Eastern Europe,Belarus,2012,1.23,0.6067,85.7
879,Eastern Europe,Moldova,2012,0.27,0.0256,5.9
880,Eastern Europe,Russia,2012,3.69,56.9863,565.8
881,Eastern Europe,Ukraine,2012,1.61,2.2393,62.4
882,Western Europe,Austria,2012,0.78,3.1971,374.9
883,Western Europe,Belgium,2012,1.04,5.0812,466.3
884,Western Europe,Cyprus,2012,1.66,0.3542,365.2
885,Western Europe,Denmark,2012,1.35,4.125,788.2
886,Western Europe,Finland,2012,1.53,3.7066999999999997,728.2
887,Western Europe,France,2012,1.87,47.316300000000005,790.0
888,Western Europe,Germany,2012,1.24,42.3264,540.9
889,Western Europe,Greece,2012,2.44,5.037100000000001,548.6
890,Western Europe,Iceland,2012,,0.0,
891,Western Europe,Ireland,2012,0.51,1.0459,251.2
892,Western Europe,Italy,2012,1.43,27.5589,497.4
893,Western Europe,Luxembourg,2012,0.39,0.208,404.1
894,Western Europe,Malta,2012,0.53,0.048,118.3
895,Western Europe,Netherlands,2012,1.24,10.293700000000001,617.2
896,Western Europe,Norway,2012,1.4,5.2701,1424.8
897,Western Europe,Portugal,2012,1.91,3.8322,393.1
898,Western Europe,Spain,2012,1.42,17.505,400.8
899,Western Europe,Sweden,2012,1.13,4.9116,654.3
900,Western Europe,Switzerland,2012,0.66,4.552899999999999,573.4
901,Western Europe,United Kingdom,2012,2.41,60.2409,1014.4
902,Central Europe,Albania,2013,1.41,0.1966,62.0
903,Central Europe,Bosnia and Herzegovina,2013,1.09,0.1667,55.8
904,Central Europe,Bulgaria,2013,1.46,0.7491,111.3
905,Central Europe,Croatia,2013,1.63,0.8398,223.7
906,Central Europe,Czechia,2013,1.02,2.0385,203.0
907,Central Europe,Estonia,2013,1.9,0.4462,363.4
908,Central Europe,Hungary,2013,0.95,1.0465,130.2
909,Central Europe,Kosovo,2013,0.69,0.0441,26.7
910,Central Europe,Latvia,2013,0.93,0.2672,138.7
911,Central Europe,Lithuania,2013,0.76,0.3365,117.9
912,Central Europe,North Macedonia,2013,1.17,0.1129,60.9
913,Central Europe,Montenegro,2013,1.45,0.0589,103.6
914,Central Europe,Poland,2013,1.78,8.1378,243.1
915,Central Europe,Romania,2013,1.29,2.1496999999999997,121.8
916,Central Europe,Serbia,2013,1.9,0.8645,103.1
917,Central Europe,Slovakia,2013,0.98,0.8949,178.5
918,Central Europe,Slovenia,2013,1.05,0.45430000000000004,245.6
919,Eastern Europe,Belarus,2013,1.27,0.6493,101.8
920,Eastern Europe,Moldova,2013,0.28,0.0285,6.6
921,Eastern Europe,Russia,2013,3.85,59.7635,612.2
922,Eastern Europe,Ukraine,2013,1.58,2.292,63.9
923,Western Europe,Austria,2013,0.75,3.073,377.4
924,Western Europe,Belgium,2013,1.01,4.9516,471.9
925,Western Europe,Cyprus,2013,1.61,0.3195,336.5
926,Western Europe,Denmark,2013,1.23,3.7836,747.9
927,Western Europe,Finland,2013,1.53,3.7300999999999997,765.1
928,Western Europe,France,2013,1.85,47.009699999999995,813.9
929,Western Europe,Germany,2013,1.19,40.7617,545.0
930,Western Europe,Greece,2013,2.37,4.7036999999999995,526.5
931,Western Europe,Iceland,2013,,0.0,
932,Western Europe,Ireland,2013,0.5,1.0403,259.1
933,Western Europe,Italy,2013,1.4,26.5035,497.9
934,Western Europe,Luxembourg,2013,0.4,0.2155,430.4
935,Western Europe,Malta,2013,0.51,0.0494,126.3
936,Western Europe,Netherlands,2013,1.17,9.5879,607.1
937,Western Europe,Norway,2013,1.41,5.3925,1455.4
938,Western Europe,Portugal,2013,2.09,4.222899999999999,451.1
939,Western Europe,Spain,2013,1.27,15.271700000000001,367.4
940,Western Europe,Sweden,2013,1.11,4.9402,678.8
941,Western Europe,Switzerland,2013,0.71,4.9432,620.7
942,Western Europe,United Kingdom,2013,2.28,58.0385,982.4
943,Central Europe,Albania,2014,1.35,0.1911,61.5
944,Central Europe,Bosnia and Herzegovina,2014,1.03,0.1621,54.7
945,Central Europe,Bulgaria,2014,1.31,0.7001000000000001,103.2
946,Central Europe,Croatia,2014,1.82,0.9422999999999999,249.9
947,Central Europe,Czechia,2014,0.97,2.0285,191.0
948,Central Europe,Estonia,2014,1.91,0.4776,389.1
949,Central Europe,Hungary,2014,0.86,1.0307,123.4
950,Central Europe,Kosovo,2014,0.73,0.0484,29.6
951,Central Europe,Latvia,2014,0.94,0.2772,146.3
952,Central Europe,Lithuania,2014,0.88,0.4047,143.7
953,Central Europe,North Macedonia,2014,1.09,0.11120000000000001,59.8
